event_id,protocol,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets
206460,UDP,30744.0,4.0,2.0,164.0,146.0
206465,UDP,30389.0,1.0,1.0,52.0,84.0
206467,UDP,30905.0,1.0,1.0,51.0,83.0
206469,UDP,30368.0,1.0,1.0,52.0,115.0
206488,TCP,63.0,1.0,1.0,6.0,6.0
206505,UDP,68278240.0,2.0,2.0,94.0,221.0
206510,TCP,34.0,1.0,1.0,6.0,6.0
206513,TCP,24.0,1.0,1.0,6.0,6.0
206514,TCP,6.0,1.0,1.0,6.0,6.0
206515,TCP,32.0,1.0,1.0,6.0,6.0
206530,TCP,118929.0,18.0,18.0,836.0,19797.0
206585,TCP,8789.0,3.0,0.0,0.0,0.0
206610,TCP,16022260.0,2.0,0.0,0.0,0.0
206612,TCP,16022259.0,2.0,0.0,0.0,0.0
206620,TCP,16022247.0,2.0,0.0,0.0,0.0
206647,TCP,166671.0,12.0,8.0,501.0,4033.0
206648,TCP,115390123.0,16.0,14.0,446.0,979.0
206652,TCP,5372756.0,4.0,2.0,0.0,0.0
206653,TCP,5372756.0,4.0,2.0,0.0,0.0
206657,UDP,30808.0,2.0,2.0,84.0,284.0
206668,UDP,30353.0,1.0,1.0,51.0,67.0
206674,UDP,30541.0,1.0,1.0,62.0,90.0
206698,TCP,254122.0,14.0,9.0,534.0,4176.0
206701,TCP,15438.0,2.0,0.0,0.0,0.0
206706,TCP,3294868.0,3.0,3.0,0.0,0.0
206712,TCP,23719.0,2.0,0.0,0.0,0.0
206721,TCP,95706386.0,13.0,13.0,432.0,1768.0
206731,TCP,396818.0,12.0,9.0,524.0,3975.0
206732,UDP,219.0,2.0,2.0,62.0,118.0
206741,TCP,5801167.0,3.0,1.0,0.0,0.0
206749,UDP,227.0,2.0,2.0,104.0,220.0
206751,UDP,219.0,2.0,2.0,104.0,352.0
206764,TCP,60813969.0,14.0,12.0,964.0,1026.0
206765,TCP,60810783.0,14.0,11.0,948.0,997.0
206777,UDP,226.0,2.0,2.0,104.0,352.0
206785,TCP,871271.0,9.0,10.0,703.0,3950.0
206790,TCP,673616.0,9.0,10.0,703.0,3950.0
206794,TCP,3.0,2.0,0.0,31.0,0.0
206797,TCP,95190.0,1.0,1.0,0.0,0.0
206803,TCP,5643725.0,6.0,7.0,1084.0,394.0
206827,UDP,33968940.0,2.0,2.0,91.0,235.0
206834,TCP,3.0,2.0,0.0,31.0,0.0
206835,UDP,31210.0,4.0,2.0,144.0,328.0
206840,UDP,30758.0,1.0,1.0,47.0,175.0
206852,TCP,54.0,1.0,1.0,0.0,0.0
206854,TCP,53.0,1.0,1.0,0.0,0.0
206863,TCP,210.0,2.0,1.0,31.0,6.0
206866,TCP,53.0,1.0,1.0,0.0,0.0
206869,TCP,116871287.0,7.0,5.0,156.0,190.0
206891,TCP,138.0,2.0,0.0,0.0,0.0
206902,TCP,51.0,1.0,1.0,0.0,0.0
206911,UDP,163.0,2.0,2.0,82.0,114.0
206927,TCP,53.0,1.0,1.0,0.0,0.0
206934,TCP,23554.0,1.0,1.0,0.0,0.0
206936,TCP,4.0,2.0,0.0,12.0,0.0
206938,TCP,23184.0,1.0,1.0,0.0,0.0
206957,TCP,25.0,1.0,1.0,6.0,6.0
206962,TCP,63.0,2.0,0.0,12.0,0.0
206976,TCP,1449318.0,39.0,46.0,2646.0,7062.0
206999,TCP,64074765.0,2.0,0.0,0.0,0.0
207013,TCP,64074775.0,2.0,0.0,0.0,0.0
207021,TCP,64074774.0,2.0,0.0,0.0,0.0
207029,UDP,208.0,2.0,2.0,72.0,328.0
207039,TCP,6216861.0,6.0,7.0,1084.0,394.0
207043,UDP,269.0,2.0,2.0,72.0,210.0
207063,TCP,27.0,1.0,1.0,6.0,6.0
207064,UDP,4879133.0,8.0,8.0,272.0,760.0
207066,TCP,8753358.0,49.0,75.0,2331.0,104163.0
207077,TCP,156.0,2.0,0.0,12.0,0.0
207092,UDP,166.0,2.0,2.0,66.0,98.0
207095,UDP,160.0,2.0,2.0,98.0,130.0
207096,TCP,117748109.0,22.0,25.0,25271.0,5680.0
207105,UDP,114.0,2.0,2.0,96.0,96.0
207109,UDP,61041.0,2.0,2.0,60.0,246.0
207113,TCP,10224808.0,10.0,7.0,628.0,3293.0
207133,UDP,3527338.0,2.0,2.0,93.0,224.0
207148,UDP,186.0,2.0,2.0,70.0,102.0
207150,TCP,10886727.0,11.0,9.0,619.0,6813.0
207152,UDP,31088.0,2.0,2.0,66.0,190.0
207169,TCP,114465818.0,47.0,45.0,4129.0,37192.0
207172,TCP,113991491.0,22.0,19.0,1815.0,5966.0
207184,UDP,235.0,2.0,2.0,84.0,192.0
207190,UDP,34261.0,1.0,1.0,43.0,59.0
207210,TCP,88.0,1.0,1.0,0.0,0.0
207212,TCP,63.0,1.0,1.0,0.0,0.0
207221,UDP,163.0,2.0,2.0,72.0,104.0
207228,UDP,177.0,2.0,2.0,60.0,264.0
207236,TCP,10653194.0,211.0,296.0,761.0,571176.0
207247,TCP,116959040.0,14.0,12.0,1009.0,4787.0
207252,UDP,177.0,2.0,2.0,44.0,108.0
207258,TCP,5501762.0,3.0,1.0,0.0,0.0
207262,TCP,116416428.0,22.0,18.0,1031.0,4536.0
207266,TCP,47759.0,3.0,4.0,439.0,860.0
207267,TCP,17365.0,2.0,0.0,0.0,0.0
207280,UDP,31362.0,1.0,1.0,55.0,71.0
207301,TCP,3.0,2.0,0.0,12.0,0.0
207313,UDP,31387.0,2.0,2.0,62.0,188.0
207314,UDP,1183.0,2.0,2.0,72.0,556.0
207322,TCP,116076479.0,24.0,21.0,695.0,12168.0
207328,UDP,60772.0,2.0,2.0,100.0,190.0
207333,TCP,118370021.0,23.0,22.0,5689.0,6795.0
207337,UDP,32129.0,2.0,2.0,94.0,298.0
207340,UDP,244.0,2.0,2.0,72.0,386.0
207355,TCP,60795047.0,19.0,16.0,1637.0,5321.0
207362,TCP,5538300.0,9.0,5.0,373.0,4468.0
207377,UDP,94678.0,1.0,1.0,43.0,232.0
207396,UDP,156.0,2.0,2.0,84.0,204.0
207426,UDP,170.0,2.0,2.0,60.0,264.0
207437,UDP,172.0,2.0,2.0,76.0,132.0
207448,TCP,306.0,2.0,0.0,12.0,0.0
207458,UDP,1629.0,2.0,2.0,84.0,250.0
207473,TCP,116605018.0,20.0,16.0,1503.0,770.0
207475,TCP,10106023.0,9.0,8.0,2528.0,7598.0
207489,TCP,6003344.0,10.0,7.0,646.0,3278.0
207493,UDP,27203.0,2.0,2.0,66.0,386.0
207500,TCP,115800477.0,22.0,19.0,4703.0,5385.0
207510,UDP,249.0,2.0,2.0,94.0,554.0
207522,UDP,46322.0,2.0,2.0,64.0,188.0
207536,UDP,35039.0,1.0,1.0,59.0,124.0
207538,UDP,48824.0,1.0,1.0,59.0,75.0
207548,UDP,49206.0,4.0,2.0,192.0,128.0
207565,UDP,183.0,2.0,2.0,60.0,264.0
207567,UDP,170.0,2.0,2.0,70.0,174.0
207569,UDP,156.0,2.0,2.0,88.0,200.0
207605,TCP,117313889.0,18.0,17.0,950.0,3931.0
207606,TCP,81428578.0,15.0,15.0,1356.0,5899.0
207608,TCP,1803620.0,7.0,7.0,756.0,3369.0
207614,UDP,75028.0,4.0,4.0,120.0,528.0
207615,UDP,32200.0,4.0,4.0,164.0,228.0
207616,UDP,31117.0,4.0,4.0,140.0,252.0
207629,TCP,3.0,2.0,0.0,37.0,0.0
207649,UDP,60192.0,1.0,1.0,44.0,101.0
207652,UDP,200.0,2.0,2.0,96.0,180.0
207666,TCP,5160324.0,9.0,7.0,387.0,6178.0
207676,TCP,5944626.0,3.0,1.0,12.0,0.0
207684,TCP,10591815.0,17.0,24.0,6360.0,25377.0
207698,TCP,116615221.0,17.0,15.0,954.0,1598.0
207703,UDP,32382.0,4.0,4.0,164.0,408.0
207715,UDP,138.0,2.0,2.0,88.0,120.0
207740,UDP,63.0,13.0,0.0,3055.0,0.0
207761,UDP,30325.0,1.0,1.0,61.0,77.0
207771,UDP,42232870.0,2.0,2.0,106.0,200.0
207777,UDP,30607.0,1.0,1.0,47.0,131.0
207782,UDP,30981.0,1.0,1.0,58.0,139.0
207814,UDP,30914.0,2.0,2.0,66.0,194.0
207831,UDP,166.0,2.0,2.0,60.0,264.0
207848,TCP,16095958.0,11.0,11.0,1334.0,6311.0
207851,TCP,65610249.0,15.0,13.0,845.0,4177.0
207856,TCP,117345155.0,16.0,12.0,928.0,4322.0
207872,TCP,116097707.0,18.0,15.0,978.0,1964.0
207882,TCP,5736681.0,8.0,5.0,375.0,3603.0
207899,TCP,5314674.0,9.0,6.0,377.0,5718.0
207946,UDP,31073.0,4.0,4.0,276.0,588.0
207972,UDP,174.0,2.0,2.0,60.0,264.0
207975,UDP,145.0,2.0,2.0,66.0,218.0
208005,TCP,12999.0,2.0,1.0,44.0,6.0
208030,UDP,138.0,2.0,2.0,88.0,120.0
208037,UDP,158.0,2.0,2.0,86.0,204.0
208040,TCP,4143.0,2.0,0.0,12.0,0.0
208058,TCP,47497.0,3.0,4.0,443.0,872.0
208065,UDP,157.0,2.0,2.0,88.0,200.0
208072,UDP,188.0,2.0,2.0,82.0,114.0
208085,UDP,31235.0,4.0,2.0,132.0,98.0
208090,UDP,167.0,2.0,2.0,60.0,264.0
208122,TCP,64065004.0,2.0,0.0,74.0,0.0
208126,TCP,5218843.0,6.0,7.0,1920.0,617.0
208127,UDP,138.0,2.0,2.0,88.0,120.0
208135,TCP,187.0,2.0,0.0,0.0,0.0
208146,TCP,3.0,2.0,0.0,37.0,0.0
208172,TCP,4.0,2.0,0.0,12.0,0.0
208214,TCP,4392919.0,6.0,7.0,1084.0,394.0
208224,TCP,4.0,2.0,0.0,12.0,0.0
208231,TCP,2321.0,2.0,0.0,12.0,0.0
208233,TCP,278.0,3.0,0.0,43.0,0.0
208240,TCP,105.0,2.0,0.0,12.0,0.0
208252,TCP,92.0,2.0,0.0,12.0,0.0
208257,TCP,38.0,1.0,1.0,6.0,6.0
208261,TCP,228.0,2.0,0.0,12.0,0.0
208274,TCP,110.0,1.0,1.0,6.0,6.0
208281,TCP,36.0,1.0,1.0,6.0,6.0
208286,TCP,1765.0,2.0,0.0,12.0,0.0
208298,UDP,150.0,2.0,2.0,66.0,98.0
208300,TCP,3913415.0,5.0,1.0,129.0,41.0
208307,UDP,16359.0,1.0,1.0,48.0,48.0
208312,UDP,31264.0,4.0,2.0,144.0,328.0
208327,TCP,23329.0,1.0,1.0,0.0,0.0
208365,TCP,38169.0,1.0,1.0,6.0,6.0
208366,TCP,38630.0,1.0,1.0,6.0,6.0
208368,TCP,38762.0,1.0,1.0,6.0,6.0
208369,TCP,38780.0,1.0,1.0,6.0,6.0
208370,UDP,31478.0,2.0,2.0,72.0,328.0
208392,UDP,162.0,2.0,2.0,72.0,136.0
208394,UDP,166.0,2.0,2.0,80.0,112.0
208407,TCP,119425662.0,20.0,17.0,1451.0,873.0
208409,TCP,119425301.0,20.0,17.0,1572.0,858.0
208415,UDP,30964.0,4.0,2.0,116.0,234.0
208448,TCP,115615674.0,16.0,14.0,660.0,710.0
208450,TCP,115606314.0,16.0,14.0,652.0,609.0
208477,UDP,30597.0,2.0,2.0,68.0,158.0
208484,UDP,29208.0,2.0,2.0,90.0,164.0
208487,UDP,184.0,2.0,2.0,78.0,110.0
208493,UDP,178.0,2.0,2.0,44.0,108.0
208495,UDP,96661813.0,2.0,2.0,87.0,256.0
208519,UDP,31379.0,4.0,2.0,164.0,310.0
208524,UDP,188.0,2.0,2.0,82.0,114.0
208532,UDP,199.0,2.0,2.0,90.0,164.0
208534,UDP,187.0,2.0,2.0,64.0,248.0
208573,UDP,196.0,2.0,2.0,90.0,164.0
208574,UDP,180.0,2.0,2.0,64.0,248.0
208575,UDP,62486.0,4.0,2.0,128.0,250.0
208591,UDP,195.0,2.0,2.0,60.0,266.0
208637,TCP,5990713.0,6.0,3.0,611.0,166.0
208642,TCP,5636770.0,3.0,1.0,12.0,0.0
208648,TCP,5635340.0,3.0,1.0,12.0,0.0
208658,UDP,272291.0,4.0,2.0,156.0,260.0
208665,UDP,61391.0,4.0,4.0,128.0,1064.0
208685,UDP,84844230.0,3.0,3.0,151.0,298.0
208695,UDP,471.0,1.0,1.0,41.0,128.0
208716,TCP,18651.0,3.0,0.0,65.0,0.0
208718,TCP,60693293.0,14.0,15.0,1009.0,4365.0
208720,TCP,61632459.0,15.0,12.0,909.0,4311.0
208734,UDP,90684.0,1.0,1.0,41.0,128.0
208742,TCP,53.0,1.0,1.0,0.0,0.0
208758,UDP,233.0,2.0,2.0,72.0,136.0
208762,UDP,171.0,2.0,2.0,66.0,180.0
208765,UDP,181.0,2.0,2.0,72.0,104.0
208770,UDP,30962.0,4.0,2.0,152.0,180.0
208776,UDP,150.0,2.0,2.0,58.0,90.0
208781,UDP,31077.0,4.0,2.0,132.0,274.0
208794,TCP,5904655.0,3.0,1.0,12.0,0.0
208820,UDP,45570.0,4.0,4.0,136.0,560.0
208823,UDP,194.0,2.0,2.0,70.0,134.0
208827,UDP,197.0,2.0,2.0,72.0,186.0
208832,UDP,31876.0,4.0,2.0,144.0,284.0
208861,UDP,310324.0,1.0,1.0,51.0,162.0
208867,UDP,103524.0,1.0,1.0,54.0,70.0
208875,UDP,30646.0,1.0,1.0,50.0,66.0
208884,UDP,87110471.0,2.0,2.0,106.0,321.0
208885,UDP,9517371.0,2.0,2.0,89.0,202.0
208887,UDP,31205.0,1.0,1.0,70.0,102.0
208912,UDP,155.0,2.0,2.0,100.0,132.0
208925,TCP,111256398.0,141.0,239.0,5546.0,308984.0
208927,UDP,30754.0,2.0,2.0,76.0,262.0
208935,UDP,161.0,2.0,2.0,90.0,122.0
208943,UDP,197.0,2.0,2.0,66.0,180.0
208965,TCP,1166.0,3.0,0.0,0.0,0.0
208973,UDP,91287659.0,3.0,3.0,166.0,399.0
208974,UDP,30785880.0,2.0,2.0,119.0,188.0
208980,UDP,38466.0,1.0,1.0,85.0,144.0
208986,UDP,31326.0,1.0,1.0,80.0,112.0
208988,UDP,50564743.0,2.0,2.0,127.0,271.0
208990,TCP,25.0,1.0,1.0,6.0,6.0
208996,TCP,3.0,1.0,1.0,6.0,6.0
209010,UDP,31072.0,4.0,2.0,168.0,248.0
209023,UDP,188.0,2.0,2.0,70.0,134.0
209033,UDP,184.0,2.0,2.0,78.0,290.0
209044,UDP,216.0,2.0,2.0,66.0,278.0
209061,UDP,477.0,1.0,1.0,46.0,78.0
209062,UDP,30729.0,1.0,1.0,53.0,135.0
209066,UDP,82633933.0,2.0,2.0,109.0,157.0
209072,TCP,223.0,2.0,1.0,37.0,6.0
209075,TCP,52.0,1.0,1.0,6.0,6.0
209077,TCP,3.0,2.0,0.0,12.0,0.0
209094,UDP,71984.0,1.0,1.0,51.0,98.0
209097,TCP,25070022.0,5.0,3.0,31.0,0.0
209100,TCP,4.0,1.0,1.0,6.0,6.0
209115,UDP,30221.0,1.0,1.0,50.0,105.0
209119,UDP,190.0,2.0,2.0,76.0,132.0
209124,UDP,121542.0,2.0,2.0,62.0,220.0
209132,TCP,5995612.0,3.0,1.0,12.0,0.0
209136,UDP,140.0,2.0,2.0,84.0,116.0
209146,TCP,5070.0,3.0,0.0,43.0,0.0
209169,UDP,60669.0,1.0,1.0,60.0,106.0
209180,UDP,60867.0,2.0,2.0,80.0,176.0
209184,UDP,170.0,2.0,2.0,60.0,264.0
209214,TCP,68092980.0,14.0,14.0,1350.0,5340.0
209242,UDP,190.0,2.0,2.0,84.0,204.0
209248,UDP,151.0,2.0,2.0,68.0,158.0
209260,UDP,165.0,2.0,2.0,60.0,264.0
209265,UDP,138.0,2.0,2.0,88.0,120.0
209273,UDP,56201.0,2.0,2.0,66.0,170.0
209276,UDP,121640.0,2.0,2.0,76.0,426.0
209283,TCP,47171.0,3.0,4.0,440.0,859.0
209319,UDP,30336.0,1.0,1.0,57.0,185.0
209320,UDP,30709.0,1.0,1.0,42.0,90.0
209321,UDP,30204.0,1.0,1.0,51.0,67.0
209358,UDP,139.0,2.0,2.0,44.0,108.0
209360,UDP,31094.0,2.0,2.0,62.0,158.0
209363,UDP,184.0,2.0,2.0,88.0,120.0
209368,TCP,5788484.0,8.0,6.0,376.0,4141.0
209375,TCP,5628052.0,3.0,1.0,12.0,0.0
209387,TCP,91100.0,3.0,4.0,441.0,871.0
209412,UDP,136.0,2.0,2.0,86.0,118.0
209421,UDP,30979.0,2.0,2.0,64.0,256.0
209433,UDP,156.0,2.0,2.0,88.0,250.0
209458,TCP,115667297.0,16.0,14.0,439.0,796.0
209460,UDP,30691.0,2.0,2.0,70.0,134.0
209472,UDP,60032.0,1.0,1.0,44.0,96.0
209475,UDP,61305.0,1.0,1.0,48.0,254.0
209477,UDP,114286840.0,2.0,2.0,97.0,256.0
209489,UDP,30928.0,2.0,2.0,78.0,288.0
209494,UDP,154.0,2.0,2.0,80.0,112.0
209502,UDP,154.0,2.0,2.0,170.0,334.0
209516,TCP,118383769.0,24.0,30.0,3786.0,5704.0
209551,UDP,192.0,2.0,2.0,170.0,426.0
209552,UDP,185.0,2.0,2.0,88.0,344.0
209563,TCP,39.0,1.0,1.0,0.0,0.0
209566,TCP,5045913.0,7.0,6.0,1090.0,388.0
209576,UDP,30534.0,1.0,1.0,44.0,204.0
209595,UDP,31010.0,2.0,2.0,66.0,386.0
209613,UDP,183.0,2.0,2.0,76.0,332.0
209616,UDP,148.0,2.0,2.0,90.0,122.0
209628,TCP,5654518.0,8.0,6.0,618.0,2800.0
209634,TCP,10262761.0,10.0,11.0,2666.0,7727.0
209650,UDP,151.0,2.0,2.0,82.0,236.0
209652,UDP,157.0,2.0,2.0,60.0,264.0
209653,UDP,158.0,2.0,2.0,60.0,264.0
209656,UDP,30700.0,2.0,2.0,74.0,204.0
209659,UDP,268.0,2.0,2.0,82.0,338.0
209661,UDP,156.0,2.0,2.0,110.0,174.0
209676,TCP,78.0,1.0,1.0,0.0,0.0
209678,TCP,93.0,1.0,1.0,0.0,0.0
209681,TCP,79.0,1.0,1.0,0.0,0.0
209684,UDP,57719.0,4.0,4.0,140.0,700.0
209685,UDP,32096.0,4.0,2.0,172.0,198.0
209687,UDP,53616.0,4.0,4.0,164.0,276.0
209693,TCP,16257.0,2.0,0.0,12.0,0.0
209706,UDP,178.0,2.0,2.0,78.0,110.0
209714,UDP,31487.0,1.0,1.0,55.0,71.0
209716,UDP,6144893.0,2.0,2.0,104.0,265.0
209732,TCP,1.0,2.0,0.0,37.0,0.0
209735,UDP,84452.0,4.0,4.0,140.0,420.0
209737,UDP,179.0,2.0,2.0,70.0,230.0
209738,TCP,117754207.0,7.0,7.0,462.0,280.0
209765,TCP,2056.0,4.0,0.0,259.0,0.0
209772,TCP,360738.0,11.0,9.0,560.0,3860.0
209782,UDP,55159.0,4.0,4.0,124.0,684.0
209785,UDP,224.0,2.0,2.0,92.0,348.0
209794,TCP,3.0,2.0,0.0,37.0,0.0
209802,TCP,16.0,1.0,1.0,6.0,6.0
209809,TCP,118210992.0,118.0,193.0,1798.0,274713.0
209811,TCP,825575.0,18.0,19.0,843.0,14491.0
209813,TCP,901110.0,28.0,39.0,912.0,47089.0
209815,UDP,199.0,2.0,2.0,92.0,348.0
209816,UDP,202.0,2.0,2.0,92.0,348.0
209822,TCP,161.0,2.0,0.0,0.0,0.0
209832,TCP,39.0,1.0,1.0,6.0,6.0
209833,TCP,33.0,1.0,1.0,6.0,6.0
209840,TCP,34.0,1.0,1.0,6.0,6.0
209842,TCP,25.0,1.0,1.0,6.0,6.0
209844,TCP,4.0,3.0,0.0,253.0,0.0
209848,TCP,4199941.0,5.0,1.0,123.0,46.0
209853,TCP,2.0,1.0,1.0,6.0,6.0
209861,TCP,16.0,1.0,1.0,6.0,6.0
209873,UDP,208.0,2.0,2.0,74.0,260.0
209881,UDP,204.0,2.0,2.0,136.0,200.0
209882,UDP,250309.0,4.0,2.0,136.0,182.0
209888,TCP,3.0,2.0,0.0,37.0,0.0
209922,TCP,60598008.0,14.0,16.0,856.0,7185.0
209934,UDP,31314.0,2.0,2.0,62.0,446.0
209935,UDP,170.0,2.0,2.0,78.0,110.0
209946,UDP,30676.0,1.0,1.0,53.0,109.0
209948,UDP,73301730.0,2.0,2.0,106.0,195.0
209953,UDP,30653.0,1.0,1.0,42.0,234.0
209954,UDP,62018.0,1.0,1.0,46.0,217.0
209964,TCP,121624.0,1.0,1.0,0.0,0.0
209965,TCP,2064.0,2.0,0.0,0.0,0.0
209968,TCP,121935.0,1.0,1.0,0.0,0.0
209976,TCP,246234.0,3.0,4.0,282.0,1307.0
209977,TCP,3134.0,2.0,0.0,0.0,0.0
209986,TCP,121709.0,1.0,1.0,0.0,0.0
209999,TCP,122231.0,1.0,1.0,0.0,0.0
210007,UDP,34480.0,4.0,2.0,156.0,110.0
210019,TCP,6503393.0,3.0,1.0,12.0,0.0
210034,UDP,31893.0,1.0,1.0,89.0,171.0
210041,UDP,34160.0,1.0,1.0,50.0,66.0
210044,TCP,50.0,2.0,0.0,12.0,0.0
210059,UDP,32742.0,2.0,2.0,76.0,426.0
210081,TCP,121641.0,1.0,1.0,0.0,0.0
210090,UDP,33034.0,2.0,2.0,76.0,450.0
210091,TCP,128359.0,14.0,10.0,893.0,5037.0
210095,TCP,155.0,2.0,0.0,0.0,0.0
210131,TCP,388423.0,3.0,4.0,442.0,871.0
210135,UDP,31178.0,4.0,2.0,188.0,542.0
210137,UDP,181.0,2.0,2.0,70.0,230.0
210161,UDP,219.0,2.0,2.0,56.0,162.0
210175,UDP,32146.0,2.0,2.0,62.0,368.0
210197,TCP,5959070.0,10.0,6.0,347.0,5324.0
210248,UDP,5218926.0,2.0,2.0,100.0,144.0
210258,UDP,108719052.0,2.0,2.0,91.0,250.0
210265,TCP,4664.0,2.0,0.0,6.0,0.0
210269,TCP,4.0,2.0,0.0,37.0,0.0
210271,TCP,1.0,2.0,0.0,37.0,0.0
210274,TCP,38.0,1.0,1.0,6.0,6.0
210301,TCP,30829630.0,10.0,12.0,1239.0,4539.0
210304,UDP,31559.0,4.0,4.0,172.0,408.0
210313,UDP,30837.0,1.0,1.0,33.0,65.0
210336,TCP,65237076.0,12.0,13.0,1078.0,556.0
210345,TCP,411503.0,8.0,10.0,549.0,4424.0
210346,TCP,11052252.0,10.0,9.0,2006.0,3941.0
210358,UDP,32643.0,2.0,2.0,68.0,250.0
210363,UDP,61859.0,4.0,2.0,148.0,188.0
210367,UDP,888.0,2.0,2.0,62.0,164.0
210395,TCP,6614.0,2.0,0.0,12.0,0.0
210409,TCP,6606432.0,3.0,1.0,12.0,0.0
210417,UDP,175.0,2.0,2.0,84.0,212.0
210420,UDP,31182.0,4.0,2.0,120.0,194.0
210455,TCP,6197254.0,8.0,5.0,404.0,3378.0
210463,TCP,13843894.0,11.0,8.0,2053.0,4334.0
210484,UDP,30751.0,2.0,2.0,70.0,102.0
210493,UDP,31019.0,2.0,2.0,140.0,304.0
210500,TCP,482895.0,2.0,0.0,12.0,0.0
210501,UDP,91450.0,4.0,2.0,116.0,382.0
210551,UDP,221.0,2.0,2.0,56.0,444.0
210559,TCP,501770.0,3.0,0.0,43.0,0.0
210575,TCP,395232.0,3.0,4.0,439.0,2348.0
210585,UDP,175.0,2.0,2.0,80.0,194.0
210595,TCP,3.0,2.0,0.0,0.0,0.0
210619,UDP,195.0,2.0,2.0,62.0,164.0
210624,TCP,3.0,2.0,0.0,12.0,0.0
210629,UDP,22036249.0,4.0,4.0,174.0,606.0
210630,UDP,220.0,2.0,2.0,68.0,380.0
210634,TCP,5464295.0,3.0,1.0,12.0,0.0
210638,TCP,72330464.0,13.0,13.0,922.0,3942.0
210641,TCP,661711.0,2.0,0.0,12.0,0.0
210646,UDP,31150.0,4.0,4.0,128.0,1064.0
210648,UDP,151.0,2.0,2.0,58.0,90.0
210650,UDP,20286894.0,4.0,4.0,150.0,494.0
210670,TCP,30982433.0,12.0,12.0,1814.0,4167.0
210673,UDP,178.0,2.0,2.0,78.0,244.0
210683,UDP,205.0,2.0,2.0,134.0,390.0
210701,UDP,136.0,2.0,2.0,66.0,98.0
210704,TCP,46.0,1.0,1.0,6.0,6.0
210724,TCP,137325.0,20.0,25.0,176.0,440.0
210730,TCP,169.0,2.0,0.0,12.0,0.0
210744,TCP,49.0,1.0,1.0,6.0,6.0
210757,TCP,348.0,3.0,1.0,18.0,0.0
210790,TCP,416.0,3.0,1.0,342.0,6.0
210806,UDP,819.0,2.0,2.0,60.0,184.0
210812,UDP,171.0,2.0,2.0,58.0,314.0
210813,UDP,31122.0,2.0,2.0,94.0,350.0
210816,UDP,150.0,2.0,2.0,84.0,204.0
210820,UDP,31224.0,2.0,2.0,90.0,212.0
210823,UDP,24096.0,2.0,2.0,76.0,418.0
210825,UDP,77386.0,2.0,2.0,106.0,238.0
210838,UDP,164.0,2.0,2.0,84.0,204.0
210865,TCP,139907.0,8.0,5.0,550.0,3557.0
210872,TCP,327.0,2.0,0.0,12.0,0.0
210888,UDP,218.0,2.0,2.0,82.0,138.0
210892,UDP,147.0,2.0,2.0,92.0,254.0
210905,TCP,118307113.0,28.0,30.0,1610.0,20133.0
210911,TCP,5156168.0,8.0,10.0,719.0,7218.0
210949,TCP,63005712.0,23.0,19.0,3688.0,6465.0
210950,UDP,23855.0,2.0,2.0,68.0,192.0
210964,UDP,32441.0,2.0,2.0,72.0,328.0
210965,UDP,51798.0,4.0,4.0,160.0,1440.0
210975,TCP,5309744.0,11.0,9.0,805.0,5342.0
210976,TCP,6541975.0,9.0,7.0,850.0,3482.0
211003,TCP,111421556.0,25.0,19.0,8551.0,2742.0
211012,UDP,32009.0,1.0,1.0,52.0,68.0
211023,UDP,23569.0,2.0,2.0,76.0,108.0
211029,UDP,234.0,2.0,2.0,140.0,396.0
211057,UDP,148.0,2.0,2.0,90.0,122.0
211065,UDP,44128.0,4.0,4.0,296.0,624.0
211068,UDP,30853.0,2.0,2.0,76.0,208.0
211094,UDP,43441.0,1.0,1.0,56.0,72.0
211145,UDP,152.0,2.0,2.0,90.0,122.0
211153,TCP,202.0,2.0,1.0,247.0,6.0
211156,TCP,417837.0,6.0,7.0,996.0,866.0
211167,UDP,153.0,2.0,2.0,72.0,248.0
211175,TCP,4.0,2.0,0.0,247.0,0.0
211180,TCP,118.0,1.0,2.0,0.0,0.0
211184,UDP,196.0,2.0,2.0,46.0,46.0
211192,UDP,156.0,2.0,2.0,46.0,46.0
211205,TCP,361921.0,7.0,5.0,366.0,3378.0
211229,TCP,116522332.0,56.0,64.0,1646.0,89187.0
211231,TCP,116453379.0,48.0,55.0,1911.0,72149.0
211234,UDP,220.0,2.0,2.0,66.0,244.0
211242,TCP,55.0,1.0,1.0,6.0,6.0
211252,TCP,64089219.0,2.0,0.0,0.0,0.0
211268,TCP,64089221.0,2.0,0.0,0.0,0.0
211274,TCP,64089210.0,2.0,0.0,12.0,0.0
211281,TCP,64089207.0,2.0,0.0,0.0,0.0
211288,TCP,5.0,3.0,0.0,43.0,0.0
211291,TCP,138.0,2.0,0.0,12.0,0.0
211303,TCP,4.0,2.0,0.0,247.0,0.0
211310,UDP,191.0,2.0,2.0,108.0,294.0
211323,UDP,340.0,2.0,2.0,66.0,166.0
211331,TCP,3.0,2.0,0.0,0.0,0.0
211333,TCP,35.0,1.0,1.0,0.0,0.0
211365,TCP,27.0,1.0,1.0,0.0,0.0
211372,TCP,3.0,2.0,0.0,0.0,0.0
211377,TCP,4.0,3.0,0.0,43.0,0.0
211386,TCP,19.0,1.0,1.0,0.0,0.0
211390,TCP,4.0,2.0,0.0,12.0,0.0
211391,TCP,67.0,2.0,1.0,31.0,6.0
